date,ticker,action,shares,price,notional,cost
2019-05-21,9910.TW,BUY,144,140.35159301757812,20210.62939453125,0.0
2019-05-22,3665.TW,BUY,131,155.16921997070312,20327.16781616211,0.0
2019-05-22,3443.TW,BUY,103,196.84066772460938,20274.588775634766,0.0
2019-05-22,3037.TW,BUY,20,26.22271156311035,524.454231262207,0.0
2019-05-22,3019.TW,BUY,336,60.61579513549805,20366.907165527344,0.0
2019-05-22,2317.TW,SELL,364,55.08100509643555,20049.48585510254,0.0
2019-05-22,9910.TW,SELL,144,143.39071655273438,20648.26318359375,0.0
2019-05-22,3711.TW,SELL,448,45.582427978515625,20420.927734375,0.0
2019-05-22,3034.TW,SELL,194,107.5074234008789,20856.440139770508,0.0
2019-05-22,2207.TW,BUY,50,400.59100341796875,20029.550170898438,0.0
2019-05-23,3037.TW,BUY,40,24.37118911743164,974.8475646972656,0.0
2019-05-23,3711.TW,BUY,471,42.248897552490234,19899.2307472229,0.0
2019-05-23,9910.TW,BUY,142,140.07530212402344,19890.692901611328,0.0
2019-05-23,3034.TW,BUY,197,100.86370086669922,19870.149070739746,0.0
2019-05-23,3019.TW,SELL,336,58.528350830078125,19665.52587890625,0.0
2019-05-23,3665.TW,SELL,131,154.7703094482422,20274.910537719727,0.0
2019-05-23,3443.TW,SELL,103,190.9849853515625,19671.453491210938,0.0
2019-05-23,2207.TW,SELL,50,409.6485900878906,20482.42950439453,0.0
2019-05-23,3008.TW,BUY,6,2984.04150390625,17904.2490234375,0.0
2019-05-24,9910.TW,BUY,4,133.99710083007812,535.9884033203125,0.0
2019-05-24,2207.TW,BUY,49,398.1207580566406,19507.91714477539,0.0
2019-05-24,2454.TW,BUY,101,194.30245971679688,19624.548431396484,0.0
2019-05-24,3037.TW,SELL,2,24.112834930419922,48.225669860839844,0.0
2019-05-24,3008.TW,SELL,6,2964.409912109375,17786.45947265625,0.0
2019-05-24,3711.TW,SELL,471,42.466304779052734,20001.629550933838,0.0
2019-05-27,2207.TW,SELL,49,408.8251647949219,20032.433074951172,0.0
2019-05-27,9910.TW,SELL,146,137.03619384765625,20007.284301757812,0.0
2019-05-27,2303.TW,BUY,2236,8.833610534667969,19751.953155517578,0.0
2019-05-27,2454.TW,BUY,2,190.2404022216797,380.4808044433594,0.0
2019-05-27,3008.TW,BUY,6,2897.661865234375,17385.97119140625,0.0
2019-05-27,3034.TW,BUY,3,98.74980163574219,296.24940490722656,0.0
2019-05-28,9910.TW,BUY,146,134.2733917236328,19603.91519165039,0.0
2019-05-28,2303.TW,BUY,49,8.592066764831543,421.0112714767456,0.0
2019-05-28,2474.TW,BUY,156,125.32454681396484,19550.629302978516,0.0
2019-05-28,2454.TW,SELL,103,189.90188598632812,19559.894256591797,0.0
2019-05-28,3008.TW,SELL,6,2940.85205078125,17645.1123046875,0.0
2019-05-29,9910.TW,BUY,3,132.06312561035156,396.1893768310547,0.0
2019-05-29,3008.TW,BUY,6,2838.765625,17032.59375,0.0
2019-05-29,2207.TW,BUY,47,413.3539123535156,19427.633880615234,0.0
2019-05-29,2105.TW,BUY,636,31.0191650390625,19728.18896484375,0.0
2019-05-29,6415.TW,BUY,185,106.40123748779297,19684.2289352417,0.0
2019-05-29,3034.TW,SELL,200,99.05178833007812,19810.357666015625,0.0
2019-05-29,2474.TW,SELL,156,124.345458984375,19397.8916015625,0.0
2019-05-29,2303.TW,SELL,2285,8.695586204528809,19869.414477348328,0.0
2019-05-29,3037.TW,SELL,815,24.672597885131836,20108.167276382446,0.0
2019-05-30,2105.TW,SELL,636,31.371660232543945,19952.37590789795,0.0
2019-05-30,9910.TW,SELL,149,133.16822814941406,19842.065994262695,0.0
2019-05-30,3034.TW,BUY,200,98.44780731201172,19689.561462402344,0.0
2019-05-30,3037.TW,BUY,801,24.629541397094727,19728.262659072876,0.0
2019-05-30,6415.TW,BUY,2,105.45123291015625,210.9024658203125,0.0
2019-05-31,9910.TW,BUY,153,132.06312561035156,20205.65821838379,0.0
2019-05-31,3661.TW,BUY,250,80.94749450683594,20236.873626708984,0.0
2019-05-31,3231.TW,BUY,1289,15.727184295654297,20272.34055709839,0.0
2019-05-31,2474.TW,BUY,161,125.32454681396484,20177.25203704834,0.0
2019-05-31,2912.TW,BUY,84,239.8093719482422,20143.987243652344,0.0
2019-05-31,3037.TW,SELL,801,25.792125701904297,20659.49268722534,0.0
2019-05-31,3034.TW,SELL,200,101.16569519042969,20233.139038085938,0.0
2019-05-31,3008.TW,SELL,6,2960.4833984375,17762.900390625,0.0
2019-05-31,2207.TW,SELL,47,416.6475830078125,19582.436401367188,0.0
2019-05-31,6415.TW,SELL,187,106.40123748779297,19897.031410217285,0.0
2019-06-03,9910.TW,BUY,3,128.74771118164062,386.2431335449219,0.0
2019-06-03,3037.TW,BUY,816,24.715660095214844,20167.978637695312,0.0
2019-06-03,2615.TW,BUY,1956,10.30955982208252,20165.49901199341,0.0
2019-06-03,2049.TW,BUY,107,187.23240661621094,20033.86750793457,0.0
2019-06-03,3034.TW,BUY,203,99.05178833007812,20107.51303100586,0.0
2019-06-03,3231.TW,SELL,1289,15.482538223266602,19956.99176979065,0.0
2019-06-03,2912.TW,SELL,84,242.1995086669922,20344.758728027344,0.0
2019-06-03,2474.TW,SELL,161,126.30364990234375,20334.887634277344,0.0
2019-06-03,3661.TW,SELL,250,80.66609954833984,20166.52488708496,0.0
2019-06-04,2049.TW,SELL,107,185.61834716796875,19861.163146972656,0.0
2019-06-04,2615.TW,SELL,1956,10.396194458007812,20334.95635986328,0.0
